T,Field,Field,C\-(p) (J\f:m(�)mole\+(-1)\f:m(�)K\+(-1))
0.71487,39997.426,3.9997426,5152.825
0.73664,39997.426,3.9997426,5404.096
0.7584,39997.426,3.9997426,5629.0982
0.78017,39997.426,3.9997426,5850.7101
0.80194,39997.426,3.9997426,6119.4397
0.8237,39997.426,3.9997426,6425.0308
0.84547,39997.426,3.9997426,6746.9697
0.86724,39997.426,3.9997426,7101.2946
0.889,39997.426,3.9997426,7497.6403
0.91077,39997.426,3.9997426,7969.9352
0.93254,39997.426,3.9997426,8480.0518
0.95431,39997.426,3.9997426,8714.5679
0.97607,39997.426,3.9997426,8480.6166
0.99784,39997.426,3.9997426,8032.745
1.01961,39997.426,3.9997426,7601.9378
1.04137,39997.426,3.9997426,7254.0222
1.06314,39997.426,3.9997426,6986.6086
1.08491,39997.426,3.9997426,6761.1002
1.10667,39997.426,3.9997426,6553.2993
1.12844,39997.426,3.9997426,6388.5634
1.15021,39997.426,3.9997426,6237.057
1.17197,39997.426,3.9997426,6077.3429
1.19374,39997.426,3.9997426,5944.4113
1.21551,39997.426,3.9997426,5816.2899
1.23727,39997.426,3.9997426,5687.7388
1.25904,39997.426,3.9997426,5584.4299
1.28081,39997.426,3.9997426,5485.2547
1.30258,39997.426,3.9997426,5395.4296
1.32434,39997.426,3.9997426,5299.9525
1.34611,39997.426,3.9997426,5222.5707
1.36788,39997.426,3.9997426,5140.5452
1.38964,39997.426,3.9997426,5065.4107
1.41141,39997.426,3.9997426,5003.3664
0.55869,41999.293,4.1999293,3422.5143
0.58057,41999.293,4.1999293,3637.2376
0.60244,41999.293,4.1999293,3878.5313
0.62432,41999.293,4.1999293,4100.7743
0.6462,41999.293,4.1999293,4329.4992
0.66808,41999.293,4.1999293,4552.6531
0.68996,41999.293,4.1999293,4757.47
0.71184,41999.293,4.1999293,4984.1177
0.73372,41999.293,4.1999293,5235.6404
0.7556,41999.293,4.1999293,5511.0719
0.77748,41999.293,4.1999293,5811.1864
0.79936,41999.293,4.1999293,6134.8833
0.82124,41999.293,4.1999293,6481.6247
0.84312,41999.293,4.1999293,6861.0408
0.865,41999.293,4.1999293,7292.4506
0.88688,41999.293,4.1999293,7761.6702
0.90876,41999.293,4.1999293,8094.5149
0.93064,41999.293,4.1999293,8040.0834
0.95252,41999.293,4.1999293,7711.9125
0.9744,41999.293,4.1999293,7302.0517
0.99628,41999.293,4.1999293,6953.7396
1.01816,41999.293,4.1999293,6668.4879
1.04004,41999.293,4.1999293,6436.2111
1.06191,41999.293,4.1999293,6243.3049
1.08379,41999.293,4.1999293,6077.1317
1.10567,41999.293,4.1999293,5918.4199
1.12755,41999.293,4.1999293,5772.4925
1.14943,41999.293,4.1999293,5639.6204
1.17131,41999.293,4.1999293,5512.2197
1.19319,41999.293,4.1999293,5391.5838
1.21507,41999.293,4.1999293,5291.1552
1.23695,41999.293,4.1999293,5192.9865
1.25883,41999.293,4.1999293,5098.7523
1.28071,41999.293,4.1999293,5010.3855
1.30259,41999.293,4.1999293,4929.8417
1.32447,41999.293,4.1999293,4853.5569
1.34635,41999.293,4.1999293,4782.4449
1.36823,41999.293,4.1999293,4720.4779
1.39011,41999.293,4.1999293,4651.1922
1.41199,41999.293,4.1999293,4595.8223
0.55898,43998.09,4.399809,3386.4462
0.58093,43998.09,4.399809,3596.4331
0.60288,43998.09,4.399809,3832.4382
0.62483,43998.09,4.399809,4058.64
0.64678,43998.09,4.399809,4301.843
0.66873,43998.09,4.399809,4551.9905
0.69068,43998.09,4.399809,4802.7574
0.71264,43998.09,4.399809,5068.4759
0.73459,43998.09,4.399809,5351.8909
0.75654,43998.09,4.399809,5658.2633
0.77849,43998.09,4.399809,5995.2293
0.80044,43998.09,4.399809,6372.5261
0.82239,43998.09,4.399809,6794.922
0.84434,43998.09,4.399809,7236.0783
0.86629,43998.09,4.399809,7518.7715
0.88825,43998.09,4.399809,7470.8948
0.9102,43998.09,4.399809,7185.7746
0.93215,43998.09,4.399809,6831.5931
0.9541,43998.09,4.399809,6528.5196
0.97605,43998.09,4.399809,6268.1001
0.998,43998.09,4.399809,6050.2522
1.01995,43998.09,4.399809,5859.048
1.04191,43998.09,4.399809,5697.9141
1.06386,43998.09,4.399809,5550.1847
1.08581,43998.09,4.399809,5412.7707
1.10776,43998.09,4.399809,5281.2398
1.12971,43998.09,4.399809,5166.5019
1.15166,43998.09,4.399809,5053.8027
1.17361,43998.09,4.399809,4957.1071
1.19557,43998.09,4.399809,4863.092
1.21752,43998.09,4.399809,4775.8967
1.23947,43998.09,4.399809,4698.384
1.26142,43998.09,4.399809,4617.3392
1.28337,43998.09,4.399809,4547.7545
1.30532,43998.09,4.399809,4480.178
1.32727,43998.09,4.399809,4414.7149
1.34923,43998.09,4.399809,4353.4141
1.37118,43998.09,4.399809,4295.3355
1.39313,43998.09,4.399809,4237.5651
1.41508,43998.09,4.399809,4184.9019
0.55744,45998.422,4.5998422,3422.7748
0.57945,45998.422,4.5998422,3645.732
0.60145,45998.422,4.5998422,3896.3026
0.62346,45998.422,4.5998422,4140.1123
0.64547,45998.422,4.5998422,4402.1365
0.66747,45998.422,4.5998422,4677.0342
0.68948,45998.422,4.5998422,4951.5163
0.71149,45998.422,4.5998422,5247.3497
0.73349,45998.422,4.5998422,5570.0831
0.7555,45998.422,4.5998422,5928.286
0.77751,45998.422,4.5998422,6330.4995
0.79952,45998.422,4.5998422,6729.3886
0.82152,45998.422,4.5998422,6964.6911
0.84353,45998.422,4.5998422,6906.6535
0.86554,45998.422,4.5998422,6641.7562
0.88754,45998.422,4.5998422,6332.122
0.90955,45998.422,4.5998422,6046.7606
0.93156,45998.422,4.5998422,5815.6226
0.95356,45998.422,4.5998422,5623.8821
0.97557,45998.422,4.5998422,5456.133
0.99758,45998.422,4.5998422,5307.7643
1.01958,45998.422,4.5998422,5171.6382
1.04159,45998.422,4.5998422,5044.1487
1.0636,45998.422,4.5998422,4926.13
1.08561,45998.422,4.5998422,4816.9619
1.10761,45998.422,4.5998422,4715.3036
1.12962,45998.422,4.5998422,4620.0809
1.15163,45998.422,4.5998422,4531.8496
1.17363,45998.422,4.5998422,4453.5274
1.19564,45998.422,4.5998422,4378.4762
1.21765,45998.422,4.5998422,4307.3448
1.23965,45998.422,4.5998422,4239.7793
1.26166,45998.422,4.5998422,4177.7047
1.28367,45998.422,4.5998422,4115.9097
1.30567,45998.422,4.5998422,4056.5598
1.32768,45998.422,4.5998422,4006.522
1.34969,45998.422,4.5998422,3949.6848
1.3717,45998.422,4.5998422,3903.5005
1.3937,45998.422,4.5998422,3852.2979
1.41571,45998.422,4.5998422,3813.1017
0.55292,47997.602,4.7997602,3481.5919
0.57487,47997.602,4.7997602,3720.8886
0.59682,47997.602,4.7997602,3990.3767
0.61877,47997.602,4.7997602,4256.8741
0.64072,47997.602,4.7997602,4541.3306
0.66266,47997.602,4.7997602,4845.042
0.68461,47997.602,4.7997602,5163.408
0.70656,47997.602,4.7997602,5509.3469
0.72851,47997.602,4.7997602,5878.0695
0.75045,47997.602,4.7997602,6210.0187
0.7724,47997.602,4.7997602,6377.1386
0.79435,47997.602,4.7997602,6320.4158
0.8163,47997.602,4.7997602,6090.2224
0.83825,47997.602,4.7997602,5817.7393
0.86019,47997.602,4.7997602,5568.7125
0.88214,47997.602,4.7997602,5358.8798
0.90409,47997.602,4.7997602,5182.0404
0.92604,47997.602,4.7997602,5035.6513
0.94798,47997.602,4.7997602,4904.9086
0.96993,47997.602,4.7997602,4784.0252
0.99188,47997.602,4.7997602,4676.5857
1.01383,47997.602,4.7997602,4575.3065
1.03578,47997.602,4.7997602,4475.1388
1.05772,47997.602,4.7997602,4383.2533
1.07967,47997.602,4.7997602,4296.5185
1.10162,47997.602,4.7997602,4217.7162
1.12357,47997.602,4.7997602,4144.5746
1.14551,47997.602,4.7997602,4076.0716
1.16746,47997.602,4.7997602,4012.5899
1.18941,47997.602,4.7997602,3946.453
1.21136,47997.602,4.7997602,3889.2879
1.23331,47997.602,4.7997602,3834.3092
1.25525,47997.602,4.7997602,3778.6825
1.2772,47997.602,4.7997602,3730.0208
1.29915,47997.602,4.7997602,3683.9533
1.3211,47997.602,4.7997602,3639.3388
1.34305,47997.602,4.7997602,3594.1636
1.36499,47997.602,4.7997602,3554.2986
1.38694,47997.602,4.7997602,3513.882
1.40889,47997.602,4.7997602,3478.2197
0.5448,49997.547,4.9997547,3540.1418
0.56642,49997.547,4.9997547,3799.535
0.58804,49997.547,4.9997547,4094.4399
0.60966,49997.547,4.9997547,4397.1483
0.63128,49997.547,4.9997547,4716.5372
0.6529,49997.547,4.9997547,5060.8726
0.67452,49997.547,4.9997547,5406.7676
0.69614,49997.547,4.9997547,5693.1555
0.71776,49997.547,4.9997547,5813.8949
0.73939,49997.547,4.9997547,5737.364
0.76101,49997.547,4.9997547,5536.0347
0.78263,49997.547,4.9997547,5300.4373
0.80425,49997.547,4.9997547,5084.9866
0.82587,49997.547,4.9997547,4905.0048
0.84749,49997.547,4.9997547,4748.4829
0.86911,49997.547,4.9997547,4614.2386
0.89073,49997.547,4.9997547,4494.9097
0.91235,49997.547,4.9997547,4387.4378
0.93397,49997.547,4.9997547,4296.8061
0.95559,49997.547,4.9997547,4216.3826
0.97722,49997.547,4.9997547,4141.8105
0.99884,49997.547,4.9997547,4069.5033
1.02046,49997.547,4.9997547,3999.9933
1.04208,49997.547,4.9997547,3931.7525
1.0637,49997.547,4.9997547,3864.1548
1.08532,49997.547,4.9997547,3800.9633
1.10694,49997.547,4.9997547,3741.3943
1.12856,49997.547,4.9997547,3684.0558
1.15018,49997.547,4.9997547,3631.0007
1.1718,49997.547,4.9997547,3580.3537
1.19342,49997.547,4.9997547,3531.2115
1.21505,49997.547,4.9997547,3488.7629
1.23667,49997.547,4.9997547,3447.3594
1.25829,49997.547,4.9997547,3406.4444
1.27991,49997.547,4.9997547,3362.5974
1.30153,49997.547,4.9997547,3324.4975
1.32315,49997.547,4.9997547,3290.0796
1.34477,49997.547,4.9997547,3258.3634
1.36639,49997.547,4.9997547,3223.9996
1.38801,49997.547,4.9997547,3188.7731
0.54201,51998.602,5.1998602,3754.4229
0.56447,51998.602,5.1998602,4065.5685
0.58692,51998.602,5.1998602,4412.5619
0.60938,51998.602,5.1998602,4760.8211
0.63184,51998.602,5.1998602,5025.9189
0.6543,51998.602,5.1998602,5169.2809
0.67675,51998.602,5.1998602,5148.4349
0.69921,51998.602,5.1998602,4995.0673
0.72167,51998.602,5.1998602,4785.2681
0.74413,51998.602,5.1998602,4587.5223
0.76658,51998.602,5.1998602,4424.7728
0.78904,51998.602,5.1998602,4290.0038
0.8115,51998.602,5.1998602,4171.8365
0.83396,51998.602,5.1998602,4061.9587
0.85641,51998.602,5.1998602,3960.934
0.87887,51998.602,5.1998602,3873.3003
0.90133,51998.602,5.1998602,3802.8248
0.92379,51998.602,5.1998602,3752.4918
0.94624,51998.602,5.1998602,3722.5722
0.9687,51998.602,5.1998602,3704.6797
0.99116,51998.602,5.1998602,3683.0584
1.01362,51998.602,5.1998602,3640.8266
1.03607,51998.602,5.1998602,3579.2163
1.05853,51998.602,5.1998602,3504.6401
1.08099,51998.602,5.1998602,3428.2439
1.10345,51998.602,5.1998602,3357.9574
1.1259,51998.602,5.1998602,3293.332
1.14836,51998.602,5.1998602,3231.638
1.17082,51998.602,5.1998602,3171.7012
1.19328,51998.602,5.1998602,3115.4761
1.21573,51998.602,5.1998602,3060.2518
1.23819,51998.602,5.1998602,3006.3821
1.26065,51998.602,5.1998602,2952.7694
1.28311,51998.602,5.1998602,2903.296
1.30556,51998.602,5.1998602,2855.5962
1.32802,51998.602,5.1998602,2808.7766
1.35048,51998.602,5.1998602,2762.4746
1.37294,51998.602,5.1998602,2720.2484
1.39539,51998.602,5.1998602,2680.1059
1.41785,51998.602,5.1998602,2641.8267
0.5336,53998.695,5.3998695,3955.201
0.55629,53998.695,5.3998695,4215.1132
0.57898,53998.695,5.3998695,4428.2013
0.60167,53998.695,5.3998695,4529.1541
0.62436,53998.695,5.3998695,4460.9719
0.64704,53998.695,5.3998695,4335.5966
0.66973,53998.695,5.3998695,4173.8448
0.69242,53998.695,5.3998695,4004.8814
0.71511,53998.695,5.3998695,3862.6037
0.7378,53998.695,5.3998695,3744.4526
0.76049,53998.695,5.3998695,3648.8115
0.78317,53998.695,5.3998695,3577.5808
0.80586,53998.695,5.3998695,3512.3949
0.82855,53998.695,5.3998695,3450.2338
0.85124,53998.695,5.3998695,3390.1122
0.87393,53998.695,5.3998695,3335.5682
0.89661,53998.695,5.3998695,3292.548
0.9193,53998.695,5.3998695,3276.1382
0.94199,53998.695,5.3998695,3286.215
0.96468,53998.695,5.3998695,3312.1716
0.98737,53998.695,5.3998695,3331.7829
1.01006,53998.695,5.3998695,3326.8685
1.03274,53998.695,5.3998695,3282.4515
1.05543,53998.695,5.3998695,3208.0154
1.07812,53998.695,5.3998695,3126.5101
1.10081,53998.695,5.3998695,3047.0364
1.1235,53998.695,5.3998695,2973.5894
1.14619,53998.695,5.3998695,2905.5154
1.16887,53998.695,5.3998695,2837.4997
1.19156,53998.695,5.3998695,2770.2498
1.21425,53998.695,5.3998695,2705.0342
1.23694,53998.695,5.3998695,2643.9104
1.25963,53998.695,5.3998695,2584.2288
1.28231,53998.695,5.3998695,2526.7905
1.305,53998.695,5.3998695,2469.1744
1.32769,53998.695,5.3998695,2415.1384
1.35038,53998.695,5.3998695,2364.4053
1.37307,53998.695,5.3998695,2316.2077
1.39576,53998.695,5.3998695,2269.6799
1.41844,53998.695,5.3998695,2224.6095
0.53083,55997.824,5.5997824,3761.1612
0.55417,55997.824,5.5997824,3754.0346
0.5775,55997.824,5.5997824,3714.3584
0.60084,55997.824,5.5997824,3612.9853
0.62418,55997.824,5.5997824,3501.2737
0.64751,55997.824,5.5997824,3389.2504
0.67085,55997.824,5.5997824,3298.1667
0.69419,55997.824,5.5997824,3210.3097
0.71753,55997.824,5.5997824,3139.6532
0.74086,55997.824,5.5997824,3083.4058
0.7642,55997.824,5.5997824,3042.076
0.78754,55997.824,5.5997824,3012.7307
0.81088,55997.824,5.5997824,2982.6374
0.83421,55997.824,5.5997824,2955.5694
0.85755,55997.824,5.5997824,2926.2558
0.88089,55997.824,5.5997824,2901.6072
0.90422,55997.824,5.5997824,2901.4034
0.92756,55997.824,5.5997824,2923.7996
0.9509,55997.824,5.5997824,2971.1834
0.97424,55997.824,5.5997824,3031.7905
0.99757,55997.824,5.5997824,3070.4026
1.02091,55997.824,5.5997824,3063.4763
1.04425,55997.824,5.5997824,3012.2725
1.06758,55997.824,5.5997824,2931.0539
1.09092,55997.824,5.5997824,2841.3009
1.11426,55997.824,5.5997824,2755.3823
1.1376,55997.824,5.5997824,2674.2479
1.16093,55997.824,5.5997824,2594.5615
1.18427,55997.824,5.5997824,2515.7575
1.20761,55997.824,5.5997824,2440.1516
1.23095,55997.824,5.5997824,2367.8425
1.25428,55997.824,5.5997824,2297.8876
1.27762,55997.824,5.5997824,2231.0423
1.30096,55997.824,5.5997824,2167.2894
1.32429,55997.824,5.5997824,2108.0465
1.34763,55997.824,5.5997824,2050.0978
1.37097,55997.824,5.5997824,1995.1233
1.39431,55997.824,5.5997824,1941.9713
1.41764,55997.824,5.5997824,1892.7258
1.44098,55997.824,5.5997824,1847.9126
0.54788,57999.988,5.7999988,2928.0332
0.57128,57999.988,5.7999988,2870.4095
0.59467,57999.988,5.7999988,2815.5105
0.61806,57999.988,5.7999988,2771.3586
0.64146,57999.988,5.7999988,2730.4683
0.66485,57999.988,5.7999988,2700.6925
0.68824,57999.988,5.7999988,2667.0577
0.71163,57999.988,5.7999988,2640.3252
0.73503,57999.988,5.7999988,2621.4255
0.75842,57999.988,5.7999988,2612.968
0.78181,57999.988,5.7999988,2609.721
0.80521,57999.988,5.7999988,2609.998
0.8286,57999.988,5.7999988,2605.4309
0.85199,57999.988,5.7999988,2603.3318
0.87538,57999.988,5.7999988,2600.6992
0.89878,57999.988,5.7999988,2617.7812
0.92217,57999.988,5.7999988,2656.5495
0.94556,57999.988,5.7999988,2725.4788
0.96896,57999.988,5.7999988,2808.8271
0.99235,57999.988,5.7999988,2878.4321
1.01574,57999.988,5.7999988,2907.0262
1.03913,57999.988,5.7999988,2870.1185
1.06253,57999.988,5.7999988,2789.7375
1.08592,57999.988,5.7999988,2692.7358
1.10931,57999.988,5.7999988,2594.234
1.1327,57999.988,5.7999988,2499.7399
1.1561,57999.988,5.7999988,2409.2838
1.17949,57999.988,5.7999988,2319.4644
1.20288,57999.988,5.7999988,2233.357
1.22628,57999.988,5.7999988,2152.237
1.24967,57999.988,5.7999988,2073.1614
1.27306,57999.988,5.7999988,2000.0338
1.29645,57999.988,5.7999988,1929.4334
1.31985,57999.988,5.7999988,1864.728
1.34324,57999.988,5.7999988,1802.5622
1.36663,57999.988,5.7999988,1745.7253
1.39003,57999.988,5.7999988,1693.8261
1.41342,57999.988,5.7999988,1642.5095
1.43681,57999.988,5.7999988,1593.9426
1.4602,57999.988,5.7999988,1548.8143
0.58042,59998.395,5.9998395,2273.0758
0.60283,59998.395,5.9998395,2278.6874
0.62524,59998.395,5.9998395,2285.0733
0.64765,59998.395,5.9998395,2294.7576
0.67006,59998.395,5.9998395,2303.4832
0.69247,59998.395,5.9998395,2305.1667
0.71488,59998.395,5.9998395,2309.0788
0.73729,59998.395,5.9998395,2317.7391
0.7597,59998.395,5.9998395,2333.1218
0.78211,59998.395,5.9998395,2351.8524
0.80452,59998.395,5.9998395,2370.216
0.82693,59998.395,5.9998395,2384.8512
0.84934,59998.395,5.9998395,2395.4479
0.87175,59998.395,5.9998395,2410.4342
0.89416,59998.395,5.9998395,2436.4098
0.91657,59998.395,5.9998395,2483.8857
0.93898,59998.395,5.9998395,2562.4134
0.96139,59998.395,5.9998395,2664.8847
0.9838,59998.395,5.9998395,2766.2717
1.00621,59998.395,5.9998395,2827.6319
1.02862,59998.395,5.9998395,2828.4858
1.05102,59998.395,5.9998395,2766.7894
1.07343,59998.395,5.9998395,2663.7787
1.09584,59998.395,5.9998395,2554.077
1.11825,59998.395,5.9998395,2444.9004
1.14066,59998.395,5.9998395,2340.4826
1.16307,59998.395,5.9998395,2240.1026
1.18548,59998.395,5.9998395,2141.0813
1.20789,59998.395,5.9998395,2051.058
1.2303,59998.395,5.9998395,1962.6152
1.25271,59998.395,5.9998395,1881.7339
1.27512,59998.395,5.9998395,1805.0112
1.29753,59998.395,5.9998395,1734.4352
1.31994,59998.395,5.9998395,1668.9906
1.34235,59998.395,5.9998395,1608.2274
1.36476,59998.395,5.9998395,1552.1931
1.38717,59998.395,5.9998395,1499.8316
1.40958,59998.395,5.9998395,1450.2241
1.43199,59998.395,5.9998395,1404.1621
1.4544,59998.395,5.9998395,1362.2908
0.6123,61998.199,6.1998199,2002.8137
0.63438,61998.199,6.1998199,2036.9885
0.65647,61998.199,6.1998199,2071.6751
0.67855,61998.199,6.1998199,2101.4635
0.70063,61998.199,6.1998199,2120.7665
0.72271,61998.199,6.1998199,2140.5392
0.74479,61998.199,6.1998199,2164.7115
0.76687,61998.199,6.1998199,2194.8288
0.78896,61998.199,6.1998199,2227.4541
0.81104,61998.199,6.1998199,2254.8493
0.83312,61998.199,6.1998199,2274.9926
0.8552,61998.199,6.1998199,2297.5741
0.87728,61998.199,6.1998199,2320.5841
0.89937,61998.199,6.1998199,2362.5356
0.92145,61998.199,6.1998199,2426.3172
0.94353,61998.199,6.1998199,2527.6774
0.96561,61998.199,6.1998199,2649.4571
0.98769,61998.199,6.1998199,2772.5791
1.00977,61998.199,6.1998199,2836.1871
1.03186,61998.199,6.1998199,2824.0595
1.05394,61998.199,6.1998199,2744.6305
1.07602,61998.199,6.1998199,2624.7189
1.0981,61998.199,6.1998199,2494.4962
1.12018,61998.199,6.1998199,2369.3273
1.14227,61998.199,6.1998199,2246.5121
1.16435,61998.199,6.1998199,2131.5302
1.18643,61998.199,6.1998199,2020.9113
1.20851,61998.199,6.1998199,1919.0459
1.23059,61998.199,6.1998199,1823.3
1.25267,61998.199,6.1998199,1737.5332
1.27476,61998.199,6.1998199,1656.6406
1.29684,61998.199,6.1998199,1584.1557
1.31892,61998.199,6.1998199,1517.4899
1.341,61998.199,6.1998199,1454.7903
1.36308,61998.199,6.1998199,1397.6851
1.38517,61998.199,6.1998199,1345.4521
1.40725,61998.199,6.1998199,1295.7557
1.42933,61998.199,6.1998199,1250.2448
1.45141,61998.199,6.1998199,1208.4122
1.47349,61998.199,6.1998199,1169.8722
0.62458,63997.859,6.3997859,1920.5341
0.64696,63997.859,6.3997859,1965.9442
0.66934,63997.859,6.3997859,2009.0411
0.69172,63997.859,6.3997859,2045.4614
0.71409,63997.859,6.3997859,2069.1853
0.73647,63997.859,6.3997859,2099.0025
0.75885,63997.859,6.3997859,2134.1972
0.78123,63997.859,6.3997859,2171.636
0.8036,63997.859,6.3997859,2207.9614
0.82598,63997.859,6.3997859,2236.8263
0.84836,63997.859,6.3997859,2257.5391
0.87073,63997.859,6.3997859,2285.3188
0.89311,63997.859,6.3997859,2322.0954
0.91549,63997.859,6.3997859,2390.6678
0.93787,63997.859,6.3997859,2494.5906
0.96024,63997.859,6.3997859,2638.0353
0.98262,63997.859,6.3997859,2785.7438
1.005,63997.859,6.3997859,2887.2277
1.02737,63997.859,6.3997859,2898.0867
1.04975,63997.859,6.3997859,2808.8268
1.07213,63997.859,6.3997859,2662.745
1.09451,63997.859,6.3997859,2507.1847
1.11688,63997.859,6.3997859,2356.2999
1.13926,63997.859,6.3997859,2207.8658
1.16164,63997.859,6.3997859,2070.1244
1.18402,63997.859,6.3997859,1942.6491
1.20639,63997.859,6.3997859,1826.2747
1.22877,63997.859,6.3997859,1719.2561
1.25115,63997.859,6.3997859,1625.4539
1.27352,63997.859,6.3997859,1538.381
1.2959,63997.859,6.3997859,1460.5328
1.31828,63997.859,6.3997859,1390.2091
1.34066,63997.859,6.3997859,1325.5413
1.36303,63997.859,6.3997859,1267.3358
1.38541,63997.859,6.3997859,1214.5465
1.40779,63997.859,6.3997859,1165.7072
1.43016,63997.859,6.3997859,1120.6613
1.45254,63997.859,6.3997859,1078.9364
1.47492,63997.859,6.3997859,1040.1235
1.4973,63997.859,6.3997859,1004.5555
0.62383,65997.469,6.5997469,1911.462
0.64684,65997.469,6.5997469,1961.1711
0.66985,65997.469,6.5997469,2008.1924
0.69287,65997.469,6.5997469,2045.866
0.71588,65997.469,6.5997469,2071.604
0.73889,65997.469,6.5997469,2104.618
0.7619,65997.469,6.5997469,2143.3123
0.78491,65997.469,6.5997469,2185.2836
0.80792,65997.469,6.5997469,2223.6748
0.83093,65997.469,6.5997469,2252.0512
0.85394,65997.469,6.5997469,2274.0866
0.87695,65997.469,6.5997469,2302.8494
0.89997,65997.469,6.5997469,2352.1866
0.92298,65997.469,6.5997469,2436.4273
0.94599,65997.469,6.5997469,2580.399
0.969,65997.469,6.5997469,2761.5198
0.99201,65997.469,6.5997469,2937.9122
1.01502,65997.469,6.5997469,3013.1332
1.03803,65997.469,6.5997469,2948.2882
1.06104,65997.469,6.5997469,2792.8269
1.08405,65997.469,6.5997469,2605.7898
1.10707,65997.469,6.5997469,2419.2639
1.13008,65997.469,6.5997469,2237.4274
1.15309,65997.469,6.5997469,2070.2914
1.1761,65997.469,6.5997469,1915.0431
1.19911,65997.469,6.5997469,1777.5377
1.22212,65997.469,6.5997469,1654.0124
1.24513,65997.469,6.5997469,1547.9363
1.26814,65997.469,6.5997469,1451.7318
1.29115,65997.469,6.5997469,1367.7973
1.31416,65997.469,6.5997469,1293.6717
1.33718,65997.469,6.5997469,1225.5323
1.36019,65997.469,6.5997469,1164.9749
1.3832,65997.469,6.5997469,1110.5316
1.40621,65997.469,6.5997469,1061.1101
1.42922,65997.469,6.5997469,1015.0066
1.45223,65997.469,6.5997469,973.0324
1.47524,65997.469,6.5997469,934.36164
1.49825,65997.469,6.5997469,898.5909
1.52126,65997.469,6.5997469,866.08429
0.62247,67997.992,6.7997992,1910.3209
0.64634,67997.992,6.7997992,1964.3373
0.67021,67997.992,6.7997992,2015.215
0.69408,67997.992,6.7997992,2053.4001
0.71795,67997.992,6.7997992,2080.6546
0.74182,67997.992,6.7997992,2118.0351
0.76568,67997.992,6.7997992,2158.9548
0.78955,67997.992,6.7997992,2206.3801
0.81342,67997.992,6.7997992,2246.2554
0.83729,67997.992,6.7997992,2270.2251
0.86116,67997.992,6.7997992,2294.1092
0.88503,67997.992,6.7997992,2324.7856
0.9089,67997.992,6.7997992,2393.8997
0.93277,67997.992,6.7997992,2519.087
0.95664,67997.992,6.7997992,2708.8375
0.98051,67997.992,6.7997992,2943.4532
1.00437,67997.992,6.7997992,3108.7897
1.02824,67997.992,6.7997992,3096.0577
1.05211,67997.992,6.7997992,2936.9711
1.07598,67997.992,6.7997992,2713.0833
1.09985,67997.992,6.7997992,2480.5838
1.12372,67997.992,6.7997992,2256.1005
1.14759,67997.992,6.7997992,2053.8462
1.17146,67997.992,6.7997992,1870.6085
1.19533,67997.992,6.7997992,1712.9513
1.2192,67997.992,6.7997992,1575.4242
1.24306,67997.992,6.7997992,1459.5312
1.26693,67997.992,6.7997992,1355.8763
1.2908,67997.992,6.7997992,1267.3375
1.31467,67997.992,6.7997992,1190.3025
1.33854,67997.992,6.7997992,1121.2654
1.36241,67997.992,6.7997992,1060.0566
1.38628,67997.992,6.7997992,1005.5905
1.41015,67997.992,6.7997992,956.23969
1.43402,67997.992,6.7997992,911.20729
1.45788,67997.992,6.7997992,870.09799
1.48175,67997.992,6.7997992,832.69296
1.50562,67997.992,6.7997992,798.14558
1.52949,67997.992,6.7997992,767.23897
1.55336,67997.992,6.7997992,738.14348
0.62561,69997.797,6.9997797,1875.5668
0.64998,69997.797,6.9997797,1935.5174
0.67435,69997.797,6.9997797,1990.6867
0.69872,69997.797,6.9997797,2030.7438
0.72309,69997.797,6.9997797,2061.8026
0.74746,69997.797,6.9997797,2105.5632
0.77183,69997.797,6.9997797,2154.4584
0.7962,69997.797,6.9997797,2206.3744
0.82057,69997.797,6.9997797,2244.7995
0.84495,69997.797,6.9997797,2268.0585
0.86932,69997.797,6.9997797,2292.6854
0.89369,69997.797,6.9997797,2336.2447
0.91806,69997.797,6.9997797,2423.1936
0.94243,69997.797,6.9997797,2601.1476
0.9668,69997.797,6.9997797,2850.6307
0.99117,69997.797,6.9997797,3106.9945
1.01554,69997.797,6.9997797,3220.3291
1.03992,69997.797,6.9997797,3112.1884
1.06429,69997.797,6.9997797,2872.0414
1.08866,69997.797,6.9997797,2595.6391
1.11303,69997.797,6.9997797,2325.6149
1.1374,69997.797,6.9997797,2081.266
1.16177,69997.797,6.9997797,1864.9806
1.18614,69997.797,6.9997797,1682.4344
1.21051,69997.797,6.9997797,1527.4692
1.23488,69997.797,6.9997797,1399.7636
1.25926,69997.797,6.9997797,1287.5497
1.28363,69997.797,6.9997797,1192.9454
1.308,69997.797,6.9997797,1112.6351
1.33237,69997.797,6.9997797,1041.765
1.35674,69997.797,6.9997797,979.05832
1.38111,69997.797,6.9997797,923.61177
1.40548,69997.797,6.9997797,875.02224
1.42985,69997.797,6.9997797,831.21133
1.45422,69997.797,6.9997797,790.79615
1.4786,69997.797,6.9997797,754.00145
1.50297,69997.797,6.9997797,720.77642
1.52734,69997.797,6.9997797,690.47875
1.55171,69997.797,6.9997797,662.55538
1.57608,69997.797,6.9997797,636.58725
0.64851,71998.328,7.1998328,1823.9175
0.67359,71998.328,7.1998328,1883.1233
0.69866,71998.328,7.1998328,1935.0444
0.72374,71998.328,7.1998328,1981.0012
0.74882,71998.328,7.1998328,2029.1825
0.7739,71998.328,7.1998328,2092.7242
